itag,length
Solyc07g040980.2.1,3822
Solyc07g040990.2.1,1611
Solyc07g041010.2.1,423
Solyc07g041020.2.1,942
Solyc07g041070.2.1,1827
Solyc07g041080.2.1,972
Solyc07g041150.2.1,4590
Solyc07g041160.2.1,1116
Solyc07g041180.2.1,3393
Solyc07g041190.2.1,741
Solyc07g041200.2.1,978
Solyc07g041210.2.1,2088
Solyc07g041310.2.1,720
Solyc07g041330.1.1,2823
Solyc07g041340.1.1,330
Solyc07g041490.1.1,804
Solyc07g041510.1.1,2094
Solyc07g041550.2.1,1248
Solyc07g041640.2.1,1035
Solyc07g041660.2.1,2202
Solyc07g041680.1.1,357
Solyc07g041710.1.1,180
Solyc07g041750.2.1,1941
Solyc07g041760.2.1,978
Solyc07g041770.1.1,627
Solyc07g041780.2.1,555
Solyc07g041790.1.1,222
Solyc07g041830.2.1,795
Solyc07g041870.2.1,2580
Solyc07g041900.2.1,1071
Solyc07g041930.2.1,1197
Solyc07g041970.2.1,2289
Solyc07g041980.2.1,630
Solyc07g042000.2.1,1431
Solyc07g042010.2.1,2058
Solyc07g042020.2.1,1476
Solyc07g042030.1.1,2691
Solyc07g042080.2.1,2259
Solyc07g042120.1.1,1605
Solyc07g042130.2.1,2178
Solyc07g042150.2.1,930
Solyc07g042160.2.1,1485
Solyc07g042180.2.1,1197
Solyc07g042190.2.1,708
Solyc07g042250.2.1,762
Solyc07g042260.2.1,3414
Solyc07g042270.2.1,1794
Solyc07g042300.1.1,564
Solyc07g042330.1.1,726
Solyc07g042340.1.1,1557
Solyc07g042350.1.1,468
Solyc07g042380.2.1,3747
Solyc07g042390.1.1,564
Solyc07g042440.2.1,642
Solyc07g042450.2.1,291
Solyc07g042460.1.1,2646
Solyc07g042500.2.1,5475
Solyc07g042560.2.1,2883
Solyc07g042570.2.1,705
Solyc07g042580.2.1,2502
Solyc07g042590.2.1,1329
Solyc07g042620.2.1,381
Solyc07g042680.2.1,1239
Solyc07g042690.2.1,1431
Solyc07g042700.2.1,2211
Solyc07g042710.2.1,330
Solyc07g042720.1.1,1398
Solyc07g042730.2.1,1095
Solyc07g042740.2.1,666
Solyc07g042750.2.1,1428
Solyc07g042760.1.1,1812
Solyc07g042790.1.1,4359
Solyc07g042800.2.1,819
Solyc07g042820.2.1,540
Solyc07g042830.2.1,1845
Solyc07g042840.1.1,276
Solyc07g042850.2.1,537
Solyc07g042890.2.1,1239
Solyc07g042900.2.1,1449
Solyc07g042910.2.1,3255
Solyc07g042930.2.1,996
Solyc07g042950.1.1,537
Solyc07g042960.1.1,531
Solyc07g042980.2.1,732
Solyc07g042990.1.1,1227
Solyc07g043000.2.1,81
Solyc07g043050.1.1,1431
Solyc07g043070.2.1,534
Solyc07g043120.1.1,1473
Solyc07g043130.2.1,1731
Solyc07g043160.1.1,1323
Solyc07g043170.2.1,1590
Solyc07g043260.2.1,2466
Solyc07g043270.2.1,2550
Solyc07g043310.2.1,1548
Solyc07g043320.2.1,4536
Solyc07g043330.1.1,1299
Solyc07g043360.1.1,408
Solyc07g043390.2.1,1437
Solyc07g043400.1.1,204
Solyc07g043420.2.1,1029
Solyc07g043460.2.1,1551
Solyc07g043480.1.1,1371
Solyc07g043490.1.1,1452
Solyc07g043500.1.1,1326
Solyc07g043510.2.1,417
Solyc07g043560.2.1,2673
Solyc07g043570.2.1,1068
Solyc07g043580.2.1,1488
Solyc07g043590.2.1,1473
Solyc07g043600.2.1,1743
Solyc07g043610.2.1,1029
Solyc07g043620.2.1,1578
Solyc07g044750.2.1,1137
Solyc07g044760.2.1,1893
Solyc07g044780.2.1,1554
Solyc07g044810.2.1,1020
Solyc07g044830.2.1,732
Solyc07g044840.2.1,1680
Solyc07g044850.2.1,1743
Solyc07g044860.2.1,777
Solyc07g044880.2.1,429
Solyc07g044930.2.1,3600
Solyc07g044980.2.1,1722
Solyc07g044990.2.1,804
Solyc07g045010.2.1,1590
Solyc07g045050.2.1,1326
Solyc07g045070.2.1,1836
Solyc07g045080.2.1,906
Solyc07g045090.2.1,1035
Solyc07g045100.1.1,1650
Solyc07g045150.2.1,723
Solyc07g045170.2.1,4104
Solyc07g045180.2.1,1257
Solyc07g045190.1.1,366
Solyc07g045200.1.1,180
Solyc07g045210.1.1,1749
Solyc07g045220.2.1,1185
Solyc07g045230.2.1,2631
Solyc07g045240.2.1,1032
Solyc07g045250.1.1,213
Solyc07g045290.2.1,2181
Solyc07g045300.2.1,786
Solyc07g045310.2.1,1506
Solyc07g045320.2.1,1230
Solyc07g045330.2.1,1410
Solyc07g045340.2.1,234
Solyc07g045350.2.1,1215
Solyc07g045370.2.1,1887
Solyc07g045380.2.1,1707
Solyc07g045390.1.1,291
Solyc07g045400.1.1,588
Solyc07g045410.1.1,1110
Solyc07g045420.2.1,2100
Solyc07g045440.1.1,1230
Solyc07g045450.1.1,1011
Solyc07g045460.2.1,861
Solyc07g045470.1.1,1263
Solyc07g045480.2.1,3357
Solyc07g045510.2.1,3021
Solyc07g045520.2.1,1962
Solyc07g045540.2.1,1734
Solyc07g045550.1.1,1146
Solyc07g045570.1.1,372
Solyc07g047610.2.1,1683
Solyc07g047620.1.1,1593
Solyc07g047670.2.1,1812
Solyc07g047680.1.1,504
Solyc07g047690.1.1,2367
Solyc07g047700.2.1,336
Solyc07g047720.2.1,738
Solyc07g047730.2.1,432
Solyc07g047750.2.1,135
Solyc07g047760.1.1,1458
Solyc07g047770.2.1,3708
Solyc07g047780.2.1,1641
Solyc07g047790.2.1,2385
Solyc07g047800.2.1,801
Solyc07g047820.1.1,2742
Solyc07g047830.2.1,2292
Solyc07g047840.2.1,321
Solyc07g047850.2.1,798
Solyc07g047860.2.1,3969
Solyc07g047880.2.1,234
Solyc07g047900.2.1,1722
Solyc07g047940.2.1,1479
Solyc07g047950.1.1,1638
Solyc07g047970.2.1,1176
Solyc07g047980.1.1,1533
Solyc07g048010.2.1,801
Solyc07g048030.2.1,1314
Solyc07g048040.1.1,1218
Solyc07g048080.2.1,2022
Solyc07g048090.1.1,699
Solyc07g048100.1.1,3018
Solyc07g048110.2.1,2391
Solyc07g048120.2.1,1710
Solyc07g049160.2.1,882
Solyc07g049190.2.1,675
Solyc07g049200.2.1,765
Solyc07g049210.2.1,651
Solyc07g049220.2.1,1125
Solyc07g049230.1.1,432
Solyc07g049260.2.1,1191
Solyc07g049280.2.1,1665
Solyc07g049290.2.1,1776
Solyc07g049300.2.1,1512
Solyc07g049310.2.1,1623
Solyc07g049320.2.1,1569
Solyc07g049350.2.1,2091
Solyc07g049360.2.1,291
Solyc07g049370.2.1,1407
Solyc07g049390.1.1,1710
Solyc07g049400.1.1,513
Solyc07g049410.2.1,795
Solyc07g049430.2.1,1062
Solyc07g049450.2.1,1299
Solyc07g049470.2.1,495
Solyc07g049480.2.1,2196
Solyc07g049490.1.1,597
Solyc07g049500.2.1,2712
Solyc07g049570.2.1,1398
Solyc07g049580.2.1,1185
Solyc07g049590.2.1,1734
Solyc07g049610.1.1,1464
Solyc07g049630.1.1,387
Solyc07g049680.2.1,1947
Solyc07g049690.2.1,1431
Solyc07g049710.2.1,213
Solyc07g049720.2.1,2646
Solyc07g049730.2.1,594
Solyc07g049740.2.1,1359
Solyc07g049750.2.1,1761
Solyc07g051850.2.1,1527
Solyc07g052100.2.1,2475
Solyc07g052110.2.1,2121
Solyc07g052160.1.1,270
Solyc07g052210.2.1,111
Solyc07g052240.2.1,1632
Solyc07g052290.1.1,1335
Solyc07g052310.1.1,180
Solyc07g052340.2.1,2655
Solyc07g052350.2.1,2988
Solyc07g052390.2.1,2604
Solyc07g052400.2.1,2436
Solyc07g052410.2.1,774
Solyc07g052420.2.1,258
Solyc07g052430.2.1,501
Solyc07g052440.2.1,501
Solyc07g052470.2.1,918
Solyc07g052480.2.1,1728
Solyc07g052570.2.1,1458
Solyc07g052590.1.1,2025
Solyc07g052600.2.1,810
Solyc07g052610.2.1,726
Solyc07g052640.2.1,1425
Solyc07g052670.2.1,735
Solyc07g052680.1.1,456
Solyc07g052700.2.1,573
Solyc07g052710.1.1,1416
Solyc07g052720.2.1,471
Solyc07g052730.2.1,2868
Solyc07g052740.2.1,549
Solyc07g052750.1.1,327
Solyc07g052760.1.1,1149
Solyc07g052770.2.1,2922
Solyc07g052830.2.1,963
Solyc07g052850.1.1,228
Solyc07g052860.1.1,351
Solyc07g052870.1.1,396
Solyc07g052880.2.1,324
Solyc07g052900.1.1,1194
Solyc07g052920.2.1,252
Solyc07g052930.2.1,1308
Solyc07g052940.2.1,7257
Solyc07g052970.2.1,1614
Solyc07g052980.2.1,891
Solyc07g053020.1.1,2559
Solyc07g053050.1.1,351
Solyc07g053060.2.1,1512
Solyc07g053140.2.1,774
Solyc07g053150.2.1,585
Solyc07g053160.2.1,333
Solyc07g053170.2.1,1806
Solyc07g053180.2.1,2019
Solyc07g053190.2.1,2373
Solyc07g053210.2.1,1314
Solyc07g053220.1.1,2463
Solyc07g053250.2.1,126
Solyc07g053260.2.1,786
Solyc07g053270.2.1,1152
Solyc07g053280.2.1,1785
Solyc07g053290.2.1,768
Solyc07g053310.2.1,852
Solyc07g053320.2.1,1125
Solyc07g053380.1.1,2262
Solyc07g053390.1.1,267
Solyc07g053430.2.1,678
Solyc07g053440.2.1,2250
Solyc07g053450.2.1,855
Solyc07g053470.2.1,2001
Solyc07g053480.2.1,654
Solyc07g053490.2.1,507
Solyc07g053520.1.1,1884
Solyc07g053560.2.1,1200
Solyc07g053580.1.1,675
Solyc07g053600.2.1,2964
Solyc07g053610.2.1,5349
Solyc07g053630.2.1,1632
Solyc07g053640.1.1,1464
Solyc07g053650.2.1,2469
Solyc07g053660.2.1,1359
Solyc07g053670.2.1,270
Solyc07g053690.2.1,468
Solyc07g053700.2.1,1248
Solyc07g053710.2.1,1260
Solyc07g053730.2.1,2070
Solyc07g053740.1.1,678
Solyc07g053790.1.1,2307
Solyc07g053800.2.1,1539
Solyc07g053820.2.1,1590
Solyc07g053830.2.1,1152
Solyc07g053850.2.1,1695
Solyc07g053860.2.1,1065
Solyc07g053870.2.1,2664
Solyc07g053880.1.1,561
Solyc07g053910.2.1,2151
Solyc07g053920.2.1,1326
Solyc07g053950.1.1,543
Solyc07g053960.2.1,1392
Solyc07g053970.2.1,2220
Solyc07g053980.2.1,5238
Solyc07g053990.2.1,1497
Solyc07g054000.2.1,489
Solyc07g054070.2.1,1092
Solyc07g054080.1.1,729
Solyc07g054090.2.1,1482
Solyc07g054100.1.1,972
Solyc07g054160.2.1,669
Solyc07g054170.2.1,804
Solyc07g054190.2.1,921
Solyc07g054200.2.1,2262
Solyc07g054210.2.1,1200
Solyc07g054270.2.1,930
Solyc07g054290.1.1,594
Solyc07g054300.2.1,1419
Solyc07g054320.2.1,1473
Solyc07g054330.2.1,1284
Solyc07g054370.2.1,1596
Solyc07g054400.1.1,441
Solyc07g054410.1.1,1908
Solyc07g054420.2.1,930
Solyc07g054430.2.1,951
Solyc07g054440.2.1,1347
Solyc07g054450.2.1,696
Solyc07g054460.2.1,2337
Solyc07g054480.1.1,3045
Solyc07g054490.2.1,864
Solyc07g054500.2.1,2376
Solyc07g054540.2.1,1143
Solyc07g054560.1.1,867
Solyc07g054580.2.1,1803
Solyc07g054590.1.1,3003
Solyc07g054600.2.1,1338
Solyc07g054620.2.1,1227
Solyc07g054630.2.1,1737
Solyc07g054680.2.1,1212
Solyc07g054690.1.1,1422
Solyc07g054730.1.1,291
Solyc07g054740.2.1,804
Solyc07g054760.1.1,252
Solyc07g054780.1.1,252
Solyc07g054820.2.1,753
Solyc07g054850.2.1,957
Solyc07g054950.1.1,933
Solyc07g055020.2.1,1233
Solyc07g055030.1.1,309
Solyc07g055040.1.1,402
Solyc07g055050.2.1,1017
Solyc07g055060.2.1,2895
Solyc07g055080.2.1,708
Solyc07g055100.2.1,1290
Solyc07g055110.2.1,582
Solyc07g055120.2.1,2031
Solyc07g055130.2.1,2442
Solyc07g055150.2.1,720
Solyc07g055160.2.1,1410
Solyc07g055170.1.1,858
Solyc07g055180.2.1,1209
Solyc07g055200.2.1,1314
Solyc07g055210.2.1,1278
Solyc07g055230.2.1,546
Solyc07g055240.1.1,507
Solyc07g055250.2.1,453
Solyc07g055260.2.1,1008
Solyc07g055270.1.1,696
Solyc07g055280.2.1,828
Solyc07g055290.2.1,657
Solyc07g055300.2.1,2577
Solyc07g055310.1.1,1977
Solyc07g055320.2.1,2082
Solyc07g055340.2.1,690
Solyc07g055530.2.1,1404
Solyc07g055540.2.1,1554
Solyc07g055650.1.1,1263
Solyc07g055660.2.1,492
Solyc07g055700.2.1,1461
Solyc07g055740.1.1,1056
Solyc07g055750.2.1,1212
Solyc07g055770.1.1,303
Solyc07g055780.2.1,1050
Solyc07g055810.2.1,3084
Solyc07g055820.1.1,1524
Solyc07g055830.2.1,936
Solyc07g055850.2.1,972
Solyc07g055860.2.1,1599
Solyc07g055870.2.1,1380
Solyc07g055880.1.1,216
Solyc07g055900.1.1,1497
Solyc07g055910.2.1,3078
Solyc07g055930.2.1,1641
Solyc07g055940.1.1,1026
Solyc07g055950.2.1,777
Solyc07g055980.2.1,1017
Solyc07g056010.2.1,2211
Solyc07g056020.2.1,3033
Solyc07g056030.2.1,2904
Solyc07g056040.2.1,585
Solyc07g056050.1.1,1980
Solyc07g056060.2.1,3570
Solyc07g056070.1.1,309
Solyc07g056120.2.1,1161
Solyc07g056140.2.1,1566
Solyc07g056150.2.1,639
Solyc07g056160.2.1,1443
Solyc07g056220.2.1,2532
Solyc07g056240.2.1,522
Solyc07g056250.2.1,1140
Solyc07g056260.2.1,5736
Solyc07g056270.2.1,1527
Solyc07g056310.2.1,744
Solyc07g056320.2.1,1641
Solyc07g056330.2.1,963
Solyc07g056340.2.1,2421
Solyc07g056350.2.1,1866
Solyc07g056360.1.1,315
Solyc07g056370.2.1,945
Solyc07g056390.2.1,1422
Solyc07g056400.1.1,1452
Solyc07g056420.2.1,663
Solyc07g056440.2.1,669
Solyc07g056460.2.1,663
Solyc07g056470.2.1,663
Solyc07g056480.2.1,663
Solyc07g056490.2.1,660
Solyc07g056520.2.1,2061
Solyc07g056530.2.1,1014
Solyc07g056540.2.1,1116
Solyc07g056550.2.1,1197
Solyc07g056580.2.1,2211
Solyc07g056590.2.1,1014
Solyc07g056630.2.1,1269
Solyc07g056640.1.1,162
Solyc07g056650.2.1,1113
Solyc07g056660.2.1,3015
Solyc07g061730.2.1,1008
Solyc07g061740.2.1,1554
Solyc07g061750.2.1,1743
Solyc07g061760.1.1,807
Solyc07g061770.2.1,720
Solyc07g061780.2.1,2901
Solyc07g061790.2.1,690
Solyc07g061800.2.1,669
Solyc07g061900.2.1,867
Solyc07g061920.2.1,5865
Solyc07g061930.1.1,195
Solyc07g061940.2.1,1551
Solyc07g061950.2.1,2154
Solyc07g061960.2.1,855
Solyc07g061970.2.1,588
Solyc07g061990.2.1,1197
Solyc07g062030.2.1,825
Solyc07g062050.2.1,2112
Solyc07g062060.2.1,447
Solyc07g062070.2.1,1131
Solyc07g062080.2.1,1803
Solyc07g062100.2.1,909
Solyc07g062110.2.1,960
Solyc07g062130.2.1,2025
Solyc07g062140.2.1,2781
Solyc07g062150.2.1,945
Solyc07g062160.2.1,897
Solyc07g062170.1.1,1359
Solyc07g062180.2.1,1095
Solyc07g062190.2.1,702
Solyc07g062250.2.1,1545
Solyc07g062260.2.1,948
Solyc07g062300.2.1,1440
Solyc07g062310.2.1,1338
Solyc07g062390.2.1,1161
Solyc07g062400.2.1,423
Solyc07g062410.2.1,1041
Solyc07g062430.2.1,1032
Solyc07g062440.1.1,1791
Solyc07g062450.2.1,1368
Solyc07g062460.2.1,1356
Solyc07g062490.1.1,894
Solyc07g062510.2.1,1542
Solyc07g062520.2.1,1560
Solyc07g062530.2.1,2895
Solyc07g062540.2.1,1710
Solyc07g062550.2.1,1980
Solyc07g062570.2.1,462
Solyc07g062580.2.1,2106
Solyc07g062590.2.1,1056
Solyc07g062600.2.1,3426
Solyc07g062610.2.1,1176
Solyc07g062620.2.1,1158
Solyc07g062630.1.1,1866
Solyc07g062640.2.1,1944
Solyc07g062650.2.1,1041
Solyc07g062660.2.1,2259
Solyc07g062680.1.1,1203
Solyc07g062700.2.1,1770
Solyc07g062730.1.1,2142
Solyc07g062750.2.1,954
Solyc07g062760.1.1,3315
Solyc07g062770.2.1,2211
Solyc07g062780.2.1,768
Solyc07g062810.2.1,1050
Solyc07g062820.1.1,1854
Solyc07g062840.2.1,1059
Solyc07g062850.2.1,1086
Solyc07g062860.2.1,492
Solyc07g062870.2.1,555
Solyc07g062880.2.1,390
Solyc07g062890.2.1,372
Solyc07g062900.2.1,192
Solyc07g062910.2.1,663
Solyc07g062920.2.1,1818
Solyc07g062940.2.1,2151
Solyc07g062950.2.1,1263
Solyc07g062980.2.1,399
Solyc07g063000.2.1,3054
Solyc07g063010.2.1,891
Solyc07g063040.2.1,1527
Solyc07g063050.1.1,834
Solyc07g063070.1.1,702
Solyc07g063080.2.1,2490
Solyc07g063100.2.1,1887
Solyc07g063110.2.1,777
Solyc07g063120.2.1,2493
Solyc07g063130.2.1,2169
Solyc07g063140.1.1,423
Solyc07g063150.2.1,1326
Solyc07g063160.2.1,408
Solyc07g063170.1.1,507
Solyc07g063180.2.1,444
Solyc07g063190.2.1,549
Solyc07g063220.2.1,1668
Solyc07g063230.2.1,2100
Solyc07g063240.2.1,1560
Solyc07g063260.2.1,1692
Solyc07g063270.2.1,1551
Solyc07g063290.2.1,405
Solyc07g063300.2.1,1461
Solyc07g063310.2.1,1227
Solyc07g063330.2.1,2613
Solyc07g063340.2.1,561
Solyc07g063390.2.1,1617
Solyc07g063430.2.1,1131
Solyc07g063440.2.1,3765
Solyc07g063450.1.1,2748
Solyc07g063460.1.1,879
Solyc07g063480.2.1,915
Solyc07g063490.2.1,405
Solyc07g063500.2.1,2268
Solyc07g063510.2.1,1350
Solyc07g063520.2.1,900
Solyc07g063530.2.1,762
Solyc07g063540.2.1,312
Solyc07g063550.2.1,1428
Solyc07g063560.2.1,1092
Solyc07g063570.2.1,1149
Solyc07g063580.2.1,294
Solyc07g063590.2.1,3567
Solyc07g063600.2.1,789
Solyc07g063620.2.1,828
Solyc07g063630.2.1,786
Solyc07g063650.2.1,2406
Solyc07g063680.2.1,528
Solyc07g063740.2.1,804
Solyc07g063750.2.1,2211
Solyc07g063820.2.1,2490
Solyc07g063850.2.1,1824
Solyc07g063870.2.1,999
Solyc07g063890.2.1,783
Solyc07g063900.2.1,456
Solyc07g063920.2.1,1581
Solyc07g063930.2.1,1269
Solyc07g063940.1.1,1752
Solyc07g063950.2.1,1293
Solyc07g063960.2.1,570
Solyc07g063970.2.1,1284
Solyc07g064010.2.1,2670
Solyc07g064030.2.1,2403
Solyc07g064040.2.1,702
Solyc07g064060.2.1,2727
Solyc07g064080.2.1,3522
Solyc07g064090.2.1,1119
Solyc07g064100.1.1,609
Solyc07g064110.2.1,2553
Solyc07g064130.1.1,1374
Solyc07g064150.2.1,342
Solyc07g064160.2.1,1065
Solyc07g064230.2.1,1278
Solyc07g064250.2.1,1446
Solyc07g064270.2.1,1188
Solyc07g064280.2.1,1371
Solyc07g064290.2.1,1134
Solyc07g064300.2.1,1131
Solyc07g064310.1.1,1122
Solyc07g064330.2.1,3360
Solyc07g064340.2.1,1245
Solyc07g064350.1.1,1857
Solyc07g064360.1.1,2193
Solyc07g064370.1.1,1578
Solyc07g064380.2.1,2586
Solyc07g064420.2.1,1587
Solyc07g064440.2.1,1584
Solyc07g064470.2.1,360
Solyc07g064480.1.1,978
Solyc07g064490.2.1,1191
Solyc07g064500.2.1,1311
Solyc07g064510.2.1,1233
Solyc07g064520.2.1,2265
Solyc07g064540.1.1,1074
Solyc07g064550.2.1,1521
Solyc07g064560.2.1,1236
Solyc07g064570.2.1,1392
Solyc07g064580.2.1,2022
Solyc07g064590.2.1,567
Solyc07g064610.2.1,1566
Solyc07g064620.1.1,339
Solyc07g064630.2.1,813
Solyc07g064640.2.1,504
Solyc07g064670.2.1,1227
Solyc07g064680.2.1,360
Solyc07g064690.1.1,390
Solyc07g064700.2.1,2754
Solyc07g064710.2.1,1197
Solyc07g064740.2.1,2022
Solyc07g064790.2.1,630
Solyc07g064800.2.1,1407
Solyc07g064810.2.1,1767
Solyc07g064830.2.1,2712
Solyc07g064840.1.1,438
Solyc07g064850.2.1,1383
Solyc07g064880.2.1,300
Solyc07g064890.1.1,723
Solyc07g064900.2.1,1326
Solyc07g064910.2.1,1638
Solyc07g064920.2.1,303
Solyc07g064930.2.1,900
Solyc07g064940.2.1,804
Solyc07g064950.2.1,1584
Solyc07g064970.2.1,1746
Solyc07g064980.2.1,1251
Solyc07g064990.2.1,1173
Solyc07g065000.2.1,2361
Solyc07g065010.2.1,1473
Solyc07g065020.2.1,918
Solyc07g065030.2.1,630
Solyc07g065040.2.1,1683
Solyc07g065050.2.1,1260
Solyc07g065060.1.1,1035
Solyc07g065080.2.1,2679
Solyc07g065090.1.1,984
Solyc07g065110.1.1,315
Solyc07g065120.2.1,2262
Solyc07g065130.2.1,1236
Solyc07g065140.2.1,1575
Solyc07g065170.2.1,666
Solyc07g065180.2.1,909
Solyc07g065200.2.1,630
Solyc07g065210.2.1,3576
Solyc07g065220.1.1,600
Solyc07g065230.1.1,591
Solyc07g065250.2.1,915
Solyc07g065260.2.1,1791
Solyc07g065270.1.1,1617
Solyc07g065280.2.1,309
Solyc07g065310.2.1,1989
Solyc07g065320.2.1,4518
Solyc07g065340.1.1,996
Solyc07g065370.2.1,2019
Solyc07g065380.2.1,1053
Solyc07g065390.2.1,240
Solyc07g065410.1.1,306
Solyc07g065430.2.1,1152
Solyc07g065450.2.1,1050
Solyc07g065460.1.1,345
Solyc07g065470.2.1,1266
Solyc07g065480.2.1,429
Solyc07g065490.2.1,1905
Solyc07g065500.1.1,549
Solyc07g065510.2.1,2187
Solyc07g065520.2.1,2259
Solyc07g065530.1.1,591
Solyc07g065540.1.1,1236
Solyc07g065550.2.1,1419
Solyc07g065590.2.1,756
Solyc07g065600.2.1,5577
Solyc07g065610.1.1,2001
Solyc07g065620.2.1,2136
Solyc07g065630.2.1,11274
Solyc07g065640.2.1,234
Solyc07g065650.2.1,513
Solyc07g065680.2.1,2028
Solyc07g065690.2.1,1314
Solyc07g065700.2.1,555
Solyc07g065710.2.1,1815
Solyc07g065720.2.1,426
Solyc07g065730.1.1,1881
Solyc07g065740.2.1,357
Solyc07g065760.1.1,1539
Solyc07g065790.2.1,1935
Solyc07g065800.2.1,531
Solyc07g065820.2.1,660
Solyc07g065840.2.1,2100
Solyc07g065870.2.1,933
Solyc07g065880.2.1,3801
Solyc07g065890.2.1,1341
Solyc07g065940.1.1,213
Solyc07g065950.2.1,4224
Solyc07g065970.1.1,495
Solyc07g065980.2.1,2271
Solyc07g066010.2.1,1371
Solyc07g066030.2.1,5442
Solyc07g066040.1.1,675
Solyc07g066050.2.1,258
Solyc07g066060.2.1,942
Solyc07g066070.2.1,888
Solyc07g066080.2.1,447
Solyc07g066090.2.1,1863
Solyc07g066100.2.1,501
Solyc07g066120.2.1,1440
Solyc07g066150.1.1,441
Solyc07g066170.2.1,1008
Solyc07g066180.2.1,2373
Solyc07g066200.2.1,4023
Solyc07g066210.2.1,2253
Solyc07g066220.2.1,2220
Solyc07g066240.2.1,1824
Solyc07g066260.2.1,1548
Solyc07g066270.2.1,774
Solyc07g066280.2.1,1104
Solyc07g066290.2.1,1683
Solyc07g066300.2.1,2181
Solyc07g066310.2.1,417
Solyc07g066320.2.1,1260
Solyc07g066340.2.1,1638
Solyc07g066350.1.1,1203
Solyc07g066370.2.1,450
Solyc07g066380.2.1,78
Solyc07g066390.1.1,1734
Solyc07g066410.2.1,2433
Solyc07g066420.2.1,1764
Solyc07g066430.2.1,1269
Solyc07g066440.2.1,1488
Solyc07g066450.2.1,1491
Solyc07g066460.2.1,702
Solyc07g066470.2.1,1098
Solyc07g066480.2.1,2451
Solyc07g066520.2.1,1086
Solyc07g066530.2.1,831
Solyc07g066540.1.1,603
Solyc07g066550.2.1,3084
Solyc07g066570.2.1,573
Solyc07g066580.2.1,1116
Solyc07g066600.2.1,1206
Solyc07g066610.2.1,1449
Solyc07g066620.2.1,1077
Solyc07g066630.2.1,900
Solyc07g066650.2.1,783
Solyc07g066660.2.1,2220
Solyc07g066670.2.1,2460
Solyc08g005000.2.1,1317
Solyc08g005010.2.1,1131
Solyc08g005020.2.1,657
Solyc08g005030.1.1,651
Solyc08g005050.2.1,1395
Solyc08g005060.2.1,537
Solyc08g005070.2.1,1209
Solyc08g005090.1.1,825
Solyc08g005130.1.1,1050
Solyc08g005140.2.1,681
Solyc08g005150.2.1,2037
Solyc08g005170.2.1,1584
Solyc08g005190.2.1,2763
Solyc08g005200.2.1,822
Solyc08g005220.2.1,1257
Solyc08g005230.2.1,891
Solyc08g005240.1.1,2271
Solyc08g005260.1.1,1086
Solyc08g005270.2.1,1803
Solyc08g005290.2.1,1194
Solyc08g005300.1.1,2739
Solyc08g005310.2.1,3822
Solyc08g005350.2.1,1158
Solyc08g005390.1.1,1794
Solyc08g005400.2.1,3228
Solyc08g005420.2.1,1347
Solyc08g005430.2.1,1071
Solyc08g005450.1.1,984
Solyc08g005460.2.1,1026
Solyc08g005470.2.1,1356
Solyc08g005490.2.1,1794
Solyc08g005520.2.1,753
Solyc08g005530.2.1,360
Solyc08g005560.2.1,1356
Solyc08g005570.2.1,1821
Solyc08g005590.2.1,369
Solyc08g005610.2.1,1410
Solyc08g005630.2.1,2325
Solyc08g005780.2.1,2001
Solyc08g005800.2.1,903
Solyc08g005860.2.1,1605
Solyc08g005870.1.1,852
Solyc08g005880.2.1,1605
Solyc08g005900.2.1,981
Solyc08g005910.2.1,510
Solyc08g005920.2.1,375
Solyc08g005930.1.1,1161
Solyc08g005970.2.1,1968
Solyc08g005980.2.1,1152
Solyc08g005990.2.1,672
Solyc08g006000.2.1,588
Solyc08g006010.2.1,1260
Solyc08g006030.2.1,1332
Solyc08g006040.2.1,750
Solyc08g006050.1.1,456
Solyc08g006060.2.1,1023
Solyc08g006070.2.1,513
Solyc08g006080.1.1,999
Solyc08g006090.2.1,483
Solyc08g006110.2.1,1056
Solyc08g006120.2.1,345
Solyc08g006150.2.1,687
Solyc08g006160.2.1,726
Solyc08g006170.1.1,1425
Solyc08g006180.2.1,927
Solyc08g006210.1.1,1206
Solyc08g006220.2.1,741
Solyc08g006230.2.1,1005
Solyc08g006240.1.1,1515
Solyc08g006250.1.1,468
Solyc08g006260.1.1,756
Solyc08g006270.1.1,588
Solyc08g006310.2.1,2085
Solyc08g006320.2.1,987
Solyc08g006420.2.1,7854
Solyc08g006430.2.1,2037
Solyc08g006460.2.1,1596
Solyc08g006470.2.1,1005
Solyc08g006480.2.1,1620
Solyc08g006510.2.1,849
Solyc08g006530.2.1,1050
Solyc08g006540.2.1,792
Solyc08g006550.2.1,1593
Solyc08g006570.2.1,243
Solyc08g006590.1.1,837
Solyc08g006600.2.1,2268
Solyc08g006610.2.1,1176
Solyc08g006630.2.1,489
Solyc08g006640.2.1,1599
Solyc08g006650.2.1,537
Solyc08g006660.1.1,2229
Solyc08g006670.2.1,597
Solyc08g006680.2.1,1542
Solyc08g006700.2.1,222
Solyc08g006720.2.1,717
Solyc08g006760.2.1,471
Solyc08g006770.2.1,1056
Solyc08g006780.2.1,579
Solyc08g006790.2.1,525
Solyc08g006820.2.1,1929
Solyc08g006830.2.1,867
Solyc08g006840.2.1,984
Solyc08g006870.2.1,1848
Solyc08g006880.2.1,4881
Solyc08g006890.2.1,1356
Solyc08g006900.2.1,402
Solyc08g006910.2.1,1158
Solyc08g006920.1.1,912
Solyc08g006930.2.1,393
